uniq_id,product_name,product_url,pid,retail_price,discounted_price,brand
ff25206309a0268fd6250fa597aaa1fc,Allure Auto CM 1754 Car Mat Hyundai Sonata Embera,http://www.flipkart.com/allure-auto-cm-1754-car-mat-hyundai-sonata-embera/p/itmecn2qznrkdnpf?pid=CRTECN2QTVZWP3GY,CRTECN2QTVZWP3GY,4900.0,1599.0,Allure Auto
a7ed97de293ad4d59626f4d53a21432a,Twella Creations Twella Magic Metal Necklace,http://www.flipkart.com/twella-creations-magic-metal-necklace/p/itme9hf32v3zmrcp?pid=NKCE9HF3QSE9CVSW,NKCE9HF3QSE9CVSW,900.0,245.0,Twella Creations
185ad9732654c22d4c52a0274248a52d,Allure Auto CM 1375 Car Mat Nissan Teana,http://www.flipkart.com/allure-auto-cm-1375-car-mat-nissan-teana/p/itmecn2qnyfttt4s?pid=CRTECN2QTXCGYGNC,CRTECN2QTXCGYGNC,4900.0,1599.0,Allure Auto
484998724a036f0e864cb854a080ae98,Allure Auto CM 1705 Car Mat Chevrolet Aveo,http://www.flipkart.com/allure-auto-cm-1705-car-mat-chevrolet-aveo/p/itmecn2q6nzetsyf?pid=CRTECN2QVS6GJZHS,CRTECN2QVS6GJZHS,4900.0,1599.0,Allure Auto
aa50153c19532bccde34291d9e9549d4,Wow Acrylic Necklace,http://www.flipkart.com/wow-acrylic-necklace/p/itme8hvpznurkz6m?pid=NKCE8HVPCYY37GHG,NKCE8HVPCYY37GHG,399.0,193.0,Wow
f37de590c9f269ba7958a3f126c2d63e,Allure Auto CM 40 Car Mat Hyundai Elantra,http://www.flipkart.com/allure-auto-cm-40-car-mat-hyundai-elantra/p/itmecn2qjyacz7sp?pid=CRTECN2QVNAWZZHZ,CRTECN2QVNAWZZHZ,3150.0,1350.0,Allure Auto
c43b4a8132b9fa74e9f517500d7574d6,ruchiworld rucoo27 Showpiece  -  5 cm,http://www.flipkart.com/ruchiworld-rucoo27-showpiece-5-cm/p/itmecuf3n74egjzu?pid=SHIECUF3RFWBFCGA,SHIECUF3RFWBFCGA,1599.0,650.0,ruchiworld
0c4718ae90f2889b7021a99ee1cc106c,Bergner Kadhai NA L,http://www.flipkart.com/bergner-kadhai-na-l/p/itmeca2q9fy3ypxu?pid=PTPECA2QYCZH8MBV,PTPECA2QYCZH8MBV,1499.0,1499.0,Bergner
a613073c6be622fdf21c37cf4d2eb5c9,"VR Designers Acrylic, Metal Necklace",http://www.flipkart.com/vr-designers-acrylic-metal-necklace/p/itmdxh8tty9djqf4?pid=NKCDXH8TSVZPDYNH,NKCDXH8TSVZPDYNH,800.0,240.0,VR Designers
93e5aabe6287320eb41686a6abd9002c,Allure Auto CM 181 Car Mat Hyundai Accent,http://www.flipkart.com/allure-auto-cm-181-car-mat-hyundai-accent/p/itmecn2qfngn3g4r?pid=CRTECN2QSHETEZRE,CRTECN2QSHETEZRE,3150.0,1350.0,Allure Auto
dc3aa7bb97e5918809ee900a54b77cee,Sygtech Windshield Car Cradle Mount Phone Holder For Samsung S5,http://www.flipkart.com/sygtech-windshield-car-cradle-mount-phone-holder-samsung-s5/p/itme2wc8kgg47kbh?pid=ACCE2WC8KXAKMNAF,ACCE2WC8KXAKMNAF,599.0,399.0,Sygtech
811f309470254657ba2555d493db3432,Veinice Alloy Necklace,http://www.flipkart.com/veinice-alloy-necklace/p/itme7hn9g4t7wagp?pid=NKCE7HN9XD8UDKHF,NKCE7HN9XD8UDKHF,999.0,399.0,Veinice
040809a7f919a9cf1244801869f3d64e,Allure Auto CM 1902 Car Mat Hyundai i20,http://www.flipkart.com/allure-auto-cm-1902-car-mat-hyundai-i20/p/itmecn2qpu4qn7jn?pid=CRTECN2QZ4NY4SSZ,CRTECN2QZ4NY4SSZ,4900.0,1599.0,Allure Auto
614ee451ac92f1bf2bb73d2156adf4b3,Black Diamond Non Stick Kadhai with Glass Lid 24 cm Kadhai,http://www.flipkart.com/black-diamond-non-stick-kadhai-glass-lid-24-cm/p/itmdvrh4m35qzv26?pid=PTPDVPEXF8MZYKEW,PTPDVPEXF8MZYKEW,1240.0,1116.0,Black Diamond
31ec49e34fe22ed1daf2ab939fb31f5c,"Voylla Pearl Metal, Alloy Necklace",http://www.flipkart.com/voylla-pearl-metal-alloy-necklace/p/itmdwbpzvxpgvzes?pid=NKCDWBPZEQGZJ4PC,NKCDWBPZEQGZJ4PC,450.0,370.0,Voylla
d99d4e036d3657901783305687b0e10f,Amzer Swiveling Air Vent Mount for HTC One M8,http://www.flipkart.com/amzer-swiveling-air-vent-mount-htc-one-m8/p/itme5h2yvgenujyh?pid=ACCE5H2YFHX6HFTU,ACCE5H2YFHX6HFTU,1399.0,1399.0,Amzer
